BIDGBPUSD;BIDUSDJPY;ASKGBPJPY
1.2414;103.27;128.246
1.2415;103.27;128.256
1.2415;103.28;128.277
1.2416;103.27;128.275
1.2416;103.27;128.279
1.2416;103.28;128.281
1.2416;103.28;128.281
1.2416;103.28;128.288
1.2416;103.27;128.275
1.2416;103.27;128.271
1.2416;103.27;128.269
1.2416;103.26;128.264
1.2417;103.24;128.241
1.2416;103.24;128.24
1.2416;103.24;128.236
1.2416;103.24;128.238
1.2416;103.24;128.247
1.2416;103.25;128.256
1.2414;103.27;128.257
1.2413;103.28;128.261
1.2413;103.29;128.272
1.2411;103.3;128.265
1.2404;103.3;128.2
1.2391;103.31;128.075
1.2386;103.32;128.06
1.2388;103.33;128.075
1.2391;103.32;128.085
1.2392;103.32;128.116
1.2391;103.38;128.169
1.239;103.4;128.193
1.2395;103.36;128.194
1.2396;103.36;128.197
1.2397;103.36;128.216
1.2399;103.37;128.238
1.24;103.38;128.251
1.2398;103.39;128.253
1.24;103.38;128.267
1.2401;103.4;128.285
1.2403;103.4;128.308
1.2403;103.39;128.303
1.2405;103.39;128.319
1.2405;103.4;128.327
1.2405;103.39;128.325
1.2406;103.39;128.34
1.2406;103.41;128.347
1.2406;103.41;128.348
1.2404;103.41;128.336
1.2405;103.41;128.332
1.2403;103.41;128.312
1.2402;103.4;128.311
1.2403;103.39;128.305
1.2403;103.4;128.317
1.2403;103.4;128.314
1.2403;103.4;128.31
1.2404;103.38;128.315
1.2405;103.38;128.309
1.2406;103.37;128.311
1.2406;103.37;128.304
1.2406;103.38;128.313
1.2405;103.37;128.304
1.2405;103.39;128.311
1.2404;103.41;128.323
1.2404;103.4;128.309
1.2404;103.39;128.297
1.2403;103.39;128.29
1.2402;103.39;128.287
1.2401;103.4;128.273
1.2401;103.4;128.275
1.24;103.4;128.266
1.2399;103.38;128.236
1.2398;103.38;128.236
1.2398;103.38;128.227
1.2398;103.38;128.209
1.2398;103.37;128.203
1.2398;103.37;128.203
1.2398;103.36;128.198
1.2396;103.38;128.199
1.2396;103.38;128.199
1.2396;103.37;128.195
1.2394;103.37;128.18
1.2395;103.37;128.175
1.2395;103.37;128.182
1.2394;103.37;128.176
1.2394;103.36;128.165
1.2397;103.36;128.2
1.2397;103.37;128.209
1.2398;103.35;128.21
1.24;103.36;128.224
1.24;103.37;128.243
1.24;103.37;128.249
1.2402;103.36;128.249
1.2402;103.37;128.254
1.2402;103.37;128.266
1.2402;103.37;128.261
1.2403;103.37;128.276
1.2404;103.37;128.274
1.2403;103.37;128.271
1.2403;103.37;128.272
1.2403;103.37;128.271
1.2404;103.36;128.272
1.2404;103.36;128.279
1.2404;103.37;128.29
1.2404;103.37;128.287
1.2405;103.36;128.281
1.2405;103.36;128.277
1.2405;103.36;128.277
1.2405;103.37;128.284
1.2402;103.36;128.245
1.2406;103.35;128.268
1.2406;103.36;128.286
1.2406;103.35;128.271
1.2404;103.35;128.253
1.2403;103.35;128.241
1.2403;103.35;128.241
1.2404;103.35;128.247
1.2404;103.35;128.255
1.2404;103.34;128.238
1.2404;103.34;128.24
1.2403;103.33;128.222
1.2403;103.34;128.222
1.2402;103.33;128.203
1.2404;103.33;128.216
1.2403;103.32;128.207
1.2402;103.32;128.198
1.2402;103.32;128.196
1.2402;103.33;128.204
1.2402;103.33;128.211
1.2402;103.33;128.211
1.24;103.36;128.21
1.24;103.36;128.221
1.24;103.35;128.22
1.2401;103.35;128.22
1.2399;103.35;128.207
1.2399;103.35;128.196
1.2399;103.35;128.197
1.2399;103.34;128.185
1.2399;103.34;128.189
1.2399;103.34;128.185
1.2398;103.34;128.185
1.2398;103.34;128.181
1.2399;103.32;128.176
1.2399;103.33;128.18
1.2399;103.33;128.178
1.2399;103.33;128.175
1.2398;103.33;128.177
1.2398;103.34;128.18
1.2399;103.32;128.172
1.2391;103.33;128.1
1.2391;103.34;128.111
1.2393;103.33;128.122
1.2388;103.32;128.062
1.2389;103.33;128.08
1.2389;103.34;128.094
1.2388;103.33;128.075
1.2388;103.32;128.042
1.2388;103.29;128.014
1.2386;103.3;128.009
1.2388;103.29;128.009
1.2357;103.31;127.76
1.2352;103.32;127.709
1.2353;103.33;127.729
1.2355;103.35;127.753
1.2355;103.38;127.804
1.2356;103.37;127.792
1.2358;103.37;127.818
1.2361;103.38;127.853
1.2362;103.4;127.888
1.2364;103.39;127.9
1.2365;103.39;127.914
1.2369;103.4;127.96
1.2369;103.41;127.977
1.2368;103.41;127.977
1.2368;103.41;127.967
1.2368;103.41;127.972
1.2365;103.43;127.942
1.2368;103.42;127.98
1.2369;103.43;128.005
1.2369;103.4;127.965
1.2368;103.4;127.96
1.2369;103.41;127.984
1.2372;103.41;128.005
1.2373;103.39;127.986
1.2373;103.4;128.011
1.2372;103.4;128.008
1.2374;103.4;128.022
1.2376;103.42;128.062
1.2381;103.41;128.112
1.2383;103.4;128.112
1.2383;103.4;128.114
1.2386;103.4;128.142
1.2384;103.4;128.107
1.2385;103.39;128.114
1.2383;103.39;128.096
1.2382;103.39;128.087
1.2383;103.38;128.084
1.2385;103.37;128.089
1.2389;103.38;128.162
1.2389;103.39;128.169
1.2396;103.4;128.256
1.2399;103.4;128.278
1.2394;103.39;128.207
1.239;103.39;128.162
1.2391;103.38;128.155
1.239;103.38;128.161
1.2391;103.38;128.165
1.2391;103.38;128.162
1.2391;103.38;128.159
1.2391;103.35;128.124
1.2392;103.35;128.135
1.2392;103.35;128.134
1.2392;103.35;128.126
1.2391;103.34;128.108
1.239;103.35;128.121
1.2388;103.4;128.166
1.2387;103.41;128.181
1.2388;103.43;128.193
1.2388;103.43;128.195
1.2389;103.43;128.196
1.2389;103.43;128.2
1.239;103.43;128.215
1.2391;103.43;128.226
1.2392;103.43;128.243
1.2393;103.43;128.257
1.2394;103.43;128.257
1.2393;103.45;128.277
1.2394;103.5;128.345
1.2393;103.57;128.443
1.2391;103.59;128.442
1.2392;103.54;128.385
1.2392;103.52;128.349
1.2392;103.51;128.334
1.2392;103.53;128.353
1.2392;103.54;128.378
1.2392;103.54;128.38
1.2392;103.56;128.399
1.2392;103.57;128.419
1.2392;103.58;128.423
1.2392;103.57;128.415
1.2393;103.58;128.455
1.2396;103.56;128.456
1.2396;103.56;128.457
1.2397;103.56;128.458
1.2397;103.54;128.428
1.2398;103.55;128.449
1.2398;103.54;128.433
1.2397;103.54;128.43
1.2397;103.54;128.444
1.2396;103.54;128.419
1.2396;103.52;128.39
1.2399;103.52;128.424
1.2399;103.52;128.42
1.2397;103.53;128.424
1.2398;103.52;128.417
1.2399;103.53;128.438
1.2398;103.52;128.424
1.24;103.53;128.442
1.2399;103.54;128.442
1.2399;103.54;128.44
1.2398;103.55;128.442
1.2398;103.55;128.451
1.2397;103.56;128.454
1.2397;103.54;128.447
1.2398;103.54;128.445
1.2397;103.54;128.44
1.2397;103.55;128.441
1.2397;103.55;128.446
1.2397;103.55;128.432
1.2397;103.55;128.43
1.2398;103.55;128.44
1.2398;103.55;128.438
1.2398;103.54;128.426
1.2399;103.54;128.434
1.2399;103.53;128.426
1.2399;103.53;128.417
1.2399;103.53;128.413
1.2399;103.51;128.401
1.24;103.51;128.407
1.2401;103.52;128.426
1.2399;103.52;128.413
1.2399;103.52;128.416
1.24;103.52;128.434
1.2401;103.52;128.439
1.2402;103.52;128.439
1.2403;103.51;128.449
1.2404;103.51;128.447
1.2404;103.51;128.461
1.2403;103.51;128.454
1.2402;103.52;128.452
1.2402;103.51;128.434
1.2403;103.5;128.43
1.2403;103.5;128.434
1.2403;103.51;128.441
1.2404;103.51;128.448
1.2404;103.51;128.443
1.2404;103.51;128.451
1.2405;103.5;128.44
1.2405;103.49;128.426
1.2406;103.48;128.432
1.2406;103.47;128.424
1.2406;103.48;128.433
1.2407;103.48;128.441
1.2407;103.48;128.442
1.2406;103.48;128.433
1.2407;103.46;128.432
1.2407;103.46;128.418
1.2407;103.44;128.395
1.2408;103.43;128.408
1.2411;103.42;128.415
1.2409;103.44;128.42
1.2409;103.44;128.423
1.2408;103.43;128.407
1.2408;103.43;128.406
1.2409;103.42;128.403
1.2409;103.43;128.412
1.2409;103.45;128.433
1.2409;103.45;128.436
1.2409;103.45;128.431
1.2409;103.45;128.432
1.2408;103.44;128.42
1.2408;103.45;128.42
1.2409;103.44;128.413
1.2406;103.44;128.388
1.2406;103.43;128.382
1.2405;103.44;128.372
1.2405;103.43;128.365
1.2405;103.42;128.352
1.2404;103.42;128.355
1.2405;103.41;128.34
1.2405;103.41;128.339
1.2404;103.41;128.332
1.2402;103.41;128.304
1.2403;103.4;128.303
1.2403;103.41;128.311
1.2402;103.41;128.311
1.2402;103.41;128.311
1.2402;103.4;128.29
1.2402;103.38;128.277
1.2402;103.39;128.287
1.2402;103.38;128.273
1.2402;103.39;128.29
1.2403;103.38;128.278
1.2404;103.37;128.277
1.2404;103.37;128.27
1.2404;103.37;128.283
1.2405;103.38;128.296
1.2404;103.38;128.293
1.2404;103.39;128.306
1.2402;103.4;128.302
1.2405;103.4;128.314
1.2404;103.41;128.326
1.2405;103.41;128.331
1.2405;103.41;128.34
1.2404;103.4;128.318
1.2405;103.4;128.328
1.2404;103.39;128.311
1.2404;103.38;128.301
1.2404;103.37;128.29
1.2405;103.37;128.293
1.2404;103.38;128.292
1.2403;103.37;128.282
1.2407;103.38;128.321
1.2404;103.38;128.296
1.2404;103.39;128.308
1.2404;103.39;128.308
1.2403;103.38;128.292
1.2404;103.38;128.293
1.2404;103.37;128.277
1.2405;103.36;128.264
1.2405;103.36;128.267
1.2405;103.36;128.267
1.2406;103.35;128.266
1.2404;103.36;128.252
1.2404;103.36;128.257
1.2405;103.36;128.26
1.2405;103.36;128.269
1.2406;103.35;128.28
1.241;103.34;128.316
1.2413;103.34;128.344
1.2413;103.35;128.361
1.2413;103.34;128.35
1.2413;103.34;128.341
1.2411;103.34;128.319
1.2411;103.35;128.334
1.2411;103.35;128.323
1.2411;103.35;128.338
1.2411;103.35;128.332
1.2411;103.34;128.317
1.2412;103.35;128.337
1.2412;103.35;128.348
1.2413;103.36;128.354
1.2412;103.35;128.352
1.2412;103.35;128.34
1.2412;103.35;128.336
1.2412;103.34;128.329
1.2412;103.34;128.326
1.2412;103.34;128.324
1.2412;103.34;128.322
1.2412;103.34;128.315
1.2413;103.33;128.322
1.2413;103.33;128.319
1.2412;103.33;128.317
1.2413;103.31;128.298
1.2412;103.31;128.293
1.2412;103.31;128.297
1.2412;103.32;128.297
1.2413;103.32;128.318
1.2413;103.31;128.302
1.2414;103.31;128.311
1.2415;103.29;128.3
1.2414;103.3;128.306
1.2414;103.3;128.301
1.2412;103.3;128.288
1.2412;103.31;128.303
1.2415;103.29;128.294
1.2415;103.3;128.32
1.2415;103.3;128.313
1.2416;103.3;128.32
1.2416;103.29;128.308
1.2416;103.29;128.313
1.2419;103.29;128.326
1.2419;103.28;128.333
1.242;103.28;128.336
1.242;103.28;128.336
1.242;103.28;128.328
1.242;103.27;128.332
1.242;103.27;128.327
1.242;103.27;128.32
1.2419;103.27;128.32
1.2421;103.26;128.329
1.2423;103.25;128.339
1.2427;103.25;128.363
1.2424;103.24;128.333
1.2425;103.22;128.326
1.2425;103.21;128.306
1.2426;103.21;128.317
1.2425;103.21;128.303
1.2426;103.21;128.31
1.2426;103.2;128.299
1.2426;103.18;128.28
1.2426;103.19;128.293
1.2427;103.2;128.308
1.2426;103.19;128.291
1.2426;103.19;128.28
1.2425;103.19;128.275
1.2425;103.19;128.276
1.2426;103.18;128.265
1.2426;103.17;128.265
1.2426;103.18;128.268
1.2424;103.17;128.243
1.2423;103.17;128.24
1.2422;103.17;128.241
1.2422;103.18;128.232
1.242;103.18;128.211
1.2419;103.18;128.195
1.2419;103.18;128.19
1.2419;103.18;128.199
1.2419;103.18;128.197
1.2418;103.19;128.197
1.2417;103.21;128.223
1.2418;103.22;128.235
1.2418;103.24;128.276
1.2418;103.23;128.253
1.2417;103.23;128.25
1.2417;103.23;128.248
1.2417;103.25;128.267
1.2417;103.24;128.265
1.2417;103.24;128.249
1.2417;103.24;128.252
1.2417;103.24;128.244
1.2417;103.24;128.247
1.2417;103.24;128.246
1.2417;103.24;128.24
1.2417;103.23;128.24
1.2417;103.24;128.239
1.2417;103.24;128.253
1.2417;103.24;128.247
1.2417;103.24;128.242
1.2417;103.24;128.241
1.2416;103.23;128.228
1.2416;103.22;128.219
1.2415;103.21;128.197
1.2414;103.21;128.187
1.2415;103.21;128.193
1.2415;103.23;128.22
1.2414;103.23;128.208
1.2414;103.22;128.194
1.2414;103.22;128.193
1.2414;103.22;128.189
1.2414;103.22;128.189
1.2414;103.23;128.202
1.2414;103.22;128.191
1.2415;103.22;128.2
1.2415;103.22;128.199
1.2414;103.23;128.203
1.2415;103.22;128.2
1.2414;103.22;128.191
1.2414;103.22;128.189
1.2414;103.23;128.205
1.2414;103.23;128.2
1.2414;103.23;128.202
1.2414;103.23;128.195
1.2413;103.23;128.188
1.2413;103.23;128.195
1.2413;103.23;128.193
1.2413;103.23;128.19
1.2414;103.22;128.187
1.2415;103.2;128.171
1.2415;103.19;128.159
1.2416;103.16;128.142
1.2416;103.16;128.139
1.2416;103.17;128.164
1.2415;103.17;128.149
1.2415;103.15;128.135
1.2415;103.16;128.144
1.2416;103.15;128.138
1.2416;103.15;128.135
1.2415;103.14;128.131
1.2416;103.15;128.131
1.2414;103.15;128.117
1.2415;103.14;128.125
1.2416;103.14;128.128
1.2417;103.15;128.141
1.2415;103.15;128.137
1.2416;103.15;128.145
1.2416;103.15;128.154
1.2415;103.19;128.18
1.2414;103.22;128.21
1.2412;103.24;128.218
1.2409;103.25;128.215
1.2412;103.23;128.205
1.2412;103.24;128.21
1.2411;103.24;128.208
1.2412;103.21;128.18
1.2413;103.2;128.189
1.2413;103.21;128.19
1.2412;103.22;128.198
1.2412;103.25;128.221
1.2411;103.26;128.23
1.2412;103.25;128.229
1.2414;103.23;128.217
1.2414;103.2;128.19
1.2415;103.2;128.198
1.2415;103.23;128.235
1.2415;103.24;128.24
1.2413;103.26;128.246
1.2414;103.25;128.255
1.2414;103.26;128.265
1.2414;103.25;128.237
1.2414;103.24;128.232
1.2416;103.24;128.256
1.2417;103.24;128.261
1.2417;103.24;128.261
1.2418;103.24;128.265
1.2418;103.24;128.275
1.2417;103.24;128.259
1.2417;103.24;128.258
1.2417;103.25;128.27
1.2417;103.27;128.299
1.2417;103.28;128.307
1.2417;103.27;128.301
1.2417;103.27;128.298
1.2418;103.26;128.302
1.2418;103.28;128.317
1.2418;103.28;128.319
1.2418;103.26;128.306
1.2418;103.26;128.304
1.2418;103.26;128.304
1.2418;103.25;128.28
1.2418;103.26;128.294
1.2418;103.26;128.295
1.2418;103.25;128.29
1.2419;103.23;128.271
1.242;103.23;128.274
1.242;103.23;128.262
1.242;103.24;128.274
1.242;103.24;128.278
1.242;103.24;128.274
1.242;103.24;128.27
1.242;103.24;128.274
1.242;103.24;128.283
1.2421;103.24;128.287
1.2421;103.24;128.289
1.2421;103.24;128.304
1.242;103.24;128.285
1.242;103.24;128.294
1.2421;103.24;128.289
1.242;103.24;128.287
1.242;103.23;128.279
1.242;103.23;128.262
1.2419;103.22;128.252
1.2419;103.22;128.246
1.2419;103.22;128.252
1.2419;103.24;128.267
1.2419;103.23;128.268
1.2419;103.24;128.268
1.2418;103.24;128.264
1.2418;103.24;128.267
1.2419;103.22;128.255
1.242;103.22;128.263
1.242;103.22;128.263
1.2419;103.24;128.276
1.2418;103.25;128.279
1.2418;103.27;128.311
1.2418;103.28;128.321
1.2416;103.29;128.299
1.2416;103.28;128.294
1.2417;103.28;128.304
1.2417;103.29;128.313
1.2416;103.31;128.336
1.2417;103.31;128.331
1.2417;103.3;128.331
1.2417;103.31;128.33
1.2417;103.31;128.335
1.2417;103.32;128.339
1.2417;103.32;128.345
1.2416;103.32;128.346
1.2416;103.32;128.341
1.2417;103.33;128.358
1.2418;103.34;128.389
1.2416;103.34;128.373
1.2416;103.32;128.359
1.2416;103.32;128.35
1.2417;103.32;128.36
1.2416;103.32;128.36
1.2416;103.32;128.351
1.2418;103.3;128.336
1.2419;103.28;128.326
1.2417;103.23;128.269
1.2417;103.25;128.269
1.2416;103.25;128.265
1.2416;103.25;128.278
1.2417;103.26;128.296
1.2415;103.28;128.297
1.2415;103.28;128.29
1.2415;103.27;128.285
1.2415;103.28;128.289
1.2415;103.28;128.294
1.2412;103.29;128.28
1.2412;103.3;128.284
1.2412;103.29;128.273
1.2411;103.3;128.27
1.2412;103.29;128.271
1.2412;103.28;128.266
1.2411;103.3;128.267
1.2411;103.29;128.254
1.2411;103.28;128.242
1.2412;103.25;128.198
1.2411;103.27;128.234
1.2411;103.29;128.261
1.2411;103.29;128.261
1.2411;103.3;128.272
1.241;103.29;128.25
1.2409;103.29;128.233
1.2409;103.3;128.249
1.2409;103.29;128.236
1.2409;103.29;128.236
1.2409;103.3;128.245
1.2408;103.3;128.227
1.2406;103.32;128.242
1.2405;103.32;128.223
1.2405;103.3;128.209
1.2405;103.3;128.211
1.2406;103.32;128.243
1.2405;103.34;128.263
1.2405;103.32;128.237
1.2405;103.34;128.256
1.2405;103.36;128.277
1.2405;103.37;128.282
1.2405;103.34;128.264
1.2405;103.34;128.26
1.2406;103.33;128.245
1.2405;103.34;128.246
1.2405;103.34;128.259
1.2405;103.36;128.281
1.2406;103.35;128.271
1.2406;103.35;128.273
1.2406;103.34;128.264
1.2405;103.34;128.256
1.2404;103.33;128.226
1.2404;103.33;128.232
1.2405;103.33;128.235
1.2405;103.33;128.239
1.2404;103.32;128.211
1.2406;103.27;128.177
1.2406;103.27;128.189
1.2406;103.27;128.186
1.2406;103.27;128.187
1.2407;103.26;128.186
1.2407;103.28;128.205
1.2407;103.28;128.211
1.2407;103.28;128.205
1.2407;103.27;128.187
1.2407;103.27;128.188
1.2407;103.27;128.19
1.2407;103.27;128.188
1.2406;103.29;128.21
1.2406;103.32;128.251
1.2406;103.32;128.243
1.2406;103.32;128.236
1.2406;103.31;128.236
1.2407;103.31;128.245
1.2407;103.31;128.249
1.2407;103.31;128.255
1.2408;103.3;128.238
1.2408;103.3;128.244
1.2408;103.3;128.245
1.2409;103.3;128.247
1.2409;103.3;128.247
1.2408;103.3;128.238
1.2408;103.27;128.211
1.2408;103.29;128.229
1.2409;103.29;128.237
1.2411;103.29;128.252
1.241;103.29;128.252
1.241;103.29;128.249
1.241;103.3;128.257
1.241;103.31;128.265
1.241;103.32;128.284
1.2409;103.32;128.288
1.241;103.33;128.296
1.241;103.33;128.299
1.2409;103.34;128.3
1.2408;103.34;128.301
1.2409;103.35;128.307
1.2409;103.35;128.31
1.2409;103.35;128.309
1.2408;103.35;128.311
1.2408;103.35;128.306
1.2409;103.35;128.297
1.2409;103.36;128.312
1.2411;103.35;128.322
1.2412;103.32;128.307
1.2412;103.34;128.331
1.2412;103.35;128.335
1.2412;103.35;128.331
1.2412;103.34;128.327
1.2412;103.34;128.33
1.2412;103.34;128.324
1.2413;103.33;128.329
1.2413;103.34;128.341
1.2413;103.35;128.348
1.2414;103.35;128.358
1.2414;103.35;128.36
1.2414;103.35;128.363
1.2413;103.34;128.35
1.2414;103.34;128.349
1.2414;103.33;128.336
1.2414;103.35;128.354
1.2413;103.34;128.342
1.2413;103.33;128.333
1.2413;103.33;128.331
1.2415;103.33;128.36
1.2415;103.33;128.349
1.2415;103.33;128.356
1.2414;103.34;128.354
1.2414;103.34;128.342
1.2415;103.32;128.335
1.2416;103.31;128.336
1.2417;103.33;128.373
1.2418;103.34;128.402
1.2418;103.32;128.383
1.2418;103.32;128.378
1.2417;103.3;128.337
1.2418;103.3;128.35
1.2418;103.3;128.349
1.2419;103.31;128.358
1.242;103.31;128.36
1.2416;103.33;128.367
1.2415;103.33;128.354
1.2415;103.33;128.358
1.2415;103.34;128.362
1.2414;103.34;128.356
1.2414;103.35;128.369
1.2414;103.36;128.375
1.2414;103.36;128.374
1.2414;103.36;128.368
1.2414;103.37;128.383
1.2414;103.38;128.386
1.2414;103.38;128.387
1.2413;103.39;128.393
1.2412;103.4;128.407
1.2412;103.42;128.422
1.2411;103.43;128.432
1.241;103.44;128.441
1.241;103.45;128.465
1.2411;103.42;128.43
1.2411;103.41;128.417
1.2411;103.41;128.421
1.2411;103.4;128.405
1.2411;103.4;128.415
1.2411;103.4;128.411
1.2411;103.41;128.42
1.2411;103.4;128.407
1.2411;103.41;128.42
1.2411;103.41;128.421
1.2409;103.43;128.42
1.2409;103.42;128.406
1.2409;103.42;128.407
1.2409;103.42;128.411
1.2409;103.42;128.416
1.2409;103.43;128.419
1.2409;103.43;128.411
1.2409;103.43;128.417
1.2411;103.44;128.447
1.2411;103.44;128.45
1.2411;103.44;128.448
1.2411;103.43;128.436
1.241;103.44;128.438
1.241;103.45;128.457
1.2408;103.45;128.435
1.2409;103.45;128.453
1.2409;103.44;128.427
1.2408;103.44;128.427
1.2408;103.43;128.418
1.2407;103.43;128.399
1.2408;103.43;128.401
1.2407;103.44;128.4
1.2408;103.44;128.409
1.2407;103.45;128.424
1.2408;103.46;128.435
1.2407;103.46;128.434
1.2408;103.47;128.435
1.2408;103.47;128.434
1.2408;103.46;128.434
1.2408;103.46;128.428
1.2408;103.46;128.428
1.2409;103.46;128.436
1.2409;103.46;128.431
1.2409;103.46;128.434
1.2407;103.47;128.439
1.2408;103.47;128.44
1.2408;103.47;128.432
1.2408;103.46;128.431
1.2408;103.46;128.432
1.2408;103.44;128.42
1.2409;103.45;128.423
1.2407;103.48;128.459
1.2407;103.48;128.444
1.2408;103.47;128.466
1.2408;103.46;128.435
1.2408;103.44;128.42
1.2408;103.44;128.42
1.2408;103.43;128.407
1.2408;103.44;128.416
1.2408;103.45;128.408
1.2408;103.47;128.44
1.2408;103.47;128.443
1.2408;103.48;128.455
1.2411;103.47;128.476
1.2409;103.48;128.472
1.2409;103.48;128.462
1.2409;103.47;128.462
1.241;103.48;128.486
1.2409;103.49;128.479
1.2409;103.49;128.48
1.2409;103.49;128.486
1.2409;103.49;128.48
1.2409;103.49;128.482
1.2409;103.5;128.482
1.2409;103.51;128.489
1.2409;103.5;128.495
1.2409;103.49;128.476
1.2408;103.49;128.475
1.2408;103.49;128.462
1.2409;103.47;128.457
1.2409;103.47;128.452
1.2411;103.47;128.481
1.2412;103.47;128.49
1.2411;103.49;128.508
1.2411;103.5;128.518
1.2411;103.49;128.514
1.241;103.5;128.502
1.2409;103.5;128.501
1.2409;103.51;128.512
1.2408;103.51;128.505
1.2408;103.51;128.5
1.2408;103.49;128.48
1.2409;103.48;128.482
1.2409;103.47;128.458
1.2409;103.45;128.452
1.241;103.44;128.448
1.241;103.43;128.43
1.241;103.42;128.41
1.2409;103.4;128.389
1.2409;103.43;128.413
1.2409;103.4;128.382
1.2409;103.4;128.387
1.2408;103.41;128.389
1.2408;103.42;128.385
1.2406;103.42;128.389
1.2406;103.43;128.382
1.2407;103.42;128.383
1.2407;103.42;128.384
1.2407;103.42;128.383
1.2407;103.42;128.385
1.2407;103.42;128.384
1.2406;103.42;128.381
1.2406;103.41;128.361
1.2405;103.4;128.351
1.2404;103.41;128.343
1.2404;103.42;128.352
1.2406;103.4;128.34
1.2405;103.41;128.352
1.2405;103.42;128.36
1.2405;103.42;128.36
1.2407;103.43;128.379
1.2406;103.43;128.374
1.2406;103.43;128.374
1.2406;103.43;128.373
1.2406;103.43;128.371
1.2405;103.43;128.365
1.2405;103.43;128.37
1.2405;103.43;128.37
1.2404;103.42;128.343
1.2404;103.42;128.342
1.2404;103.41;128.339
1.2404;103.44;128.366
1.2404;103.43;128.366
1.2403;103.43;128.363
1.2403;103.42;128.346
1.2403;103.42;128.341
1.2403;103.4;128.31
1.2403;103.42;128.328
1.2403;103.41;128.324
1.2403;103.41;128.323
1.2403;103.42;128.327
1.2403;103.42;128.324
1.2403;103.41;128.323
1.2403;103.4;128.312
1.2403;103.42;128.329
1.2403;103.41;128.323
1.2403;103.42;128.324
1.2403;103.4;128.317
1.2403;103.41;128.316
1.2403;103.41;128.32
1.2404;103.4;128.32
1.2399;103.42;128.306
1.2398;103.43;128.297
1.2395;103.44;128.286
1.2391;103.45;128.266
1.2391;103.45;128.253
1.2391;103.45;128.25
1.2394;103.44;128.269
1.2393;103.45;128.263
1.2393;103.45;128.264
1.2394;103.42;128.246
1.2394;103.42;128.244
1.2394;103.43;128.251
1.2396;103.41;128.261
1.2396;103.42;128.274
1.2396;103.43;128.284
1.2396;103.43;128.289
1.2396;103.43;128.289
1.2396;103.43;128.275
1.2393;103.51;128.351
1.2394;103.48;128.318
1.2394;103.49;128.325
1.2391;103.51;128.33
1.2394;103.44;128.278
1.2395;103.43;128.282
1.2395;103.45;128.31
1.2396;103.46;128.314
1.2394;103.46;128.299
1.2393;103.46;128.298
1.2392;103.48;128.308
1.2392;103.48;128.303
1.2392;103.46;128.275
1.2391;103.46;128.26
1.2393;103.44;128.261
1.2394;103.45;128.273
1.2393;103.45;128.263
1.2393;103.46;128.279
1.2393;103.46;128.289
1.2393;103.48;128.305
1.2392;103.48;128.296
1.2394;103.47;128.31
1.2394;103.45;128.282
1.2394;103.46;128.306
1.2395;103.45;128.29
1.2395;103.45;128.299
1.2394;103.46;128.294
1.2393;103.46;128.272
1.2394;103.46;128.286
1.2394;103.45;128.287
1.2393;103.48;128.318
1.2394;103.49;128.32
1.2393;103.49;128.311
1.2393;103.47;128.304
1.2393;103.48;128.31
1.2392;103.48;128.301
1.239;103.48;128.286
1.2388;103.49;128.273
1.2388;103.49;128.269
1.2389;103.48;128.263
1.2387;103.48;128.249
1.2389;103.47;128.261
1.2388;103.47;128.258
1.2389;103.48;128.274
1.239;103.46;128.26
1.239;103.47;128.278
1.2391;103.47;128.28
1.2392;103.46;128.284
1.2394;103.46;128.295
1.2393;103.46;128.278
1.2393;103.47;128.302
1.2393;103.47;128.299
1.2393;103.48;128.305
1.2394;103.48;128.312
1.2394;103.48;128.313
1.2394;103.48;128.308
1.2394;103.49;128.33
1.2394;103.5;128.335
1.2394;103.5;128.35
1.2395;103.5;128.353
1.2395;103.5;128.356
1.2394;103.51;128.352
1.2394;103.51;128.348
1.2396;103.52;128.39
1.2398;103.52;128.398
1.2397;103.52;128.4
1.2397;103.52;128.401
1.2399;103.51;128.399
1.2399;103.52;128.421
1.2399;103.52;128.412
1.2399;103.53;128.429
1.2399;103.52;128.427
1.24;103.54;128.449
1.2399;103.59;128.508
1.2398;103.6;128.52
1.2399;103.58;128.497
1.24;103.59;128.524
1.24;103.58;128.508
1.2399;103.59;128.512
1.2399;103.59;128.512
1.2399;103.59;128.514
1.2399;103.61;128.535
1.2399;103.61;128.545
1.2399;103.61;128.542
1.2401;103.62;128.563
1.24;103.65;128.589
1.2398;103.69;128.619
1.2398;103.71;128.654
1.2396;103.75;128.69
1.2395;103.73;128.653
1.2396;103.69;128.623
1.2397;103.69;128.611
1.2397;103.69;128.613
1.2397;103.71;128.627
1.2397;103.69;128.625
1.2397;103.71;128.639
1.2397;103.71;128.64
1.2398;103.69;128.623
1.2398;103.71;128.658
1.2398;103.72;128.657
1.2398;103.71;128.64
1.2398;103.72;128.666
1.2398;103.7;128.633
1.2397;103.7;128.631
1.2397;103.69;128.616
1.2396;103.69;128.61
1.2396;103.7;128.616
1.2396;103.7;128.611
1.2396;103.7;128.609
1.2399;103.7;128.647
1.2399;103.7;128.654
1.2397;103.7;128.607
1.2397;103.7;128.604
1.2397;103.68;128.585
1.2397;103.67;128.575
1.2397;103.64;128.543
1.2397;103.63;128.535
1.2397;103.63;128.533
1.2397;103.63;128.542
1.2398;103.63;128.546
1.2398;103.63;128.544
1.2398;103.64;128.559
1.2398;103.66;128.576
1.2398;103.66;128.575
1.2398;103.66;128.573
