BIDGBPUSD;BIDUSDJPY;ASKGBPJPY
1.2443;103.17;128.414
1.2443;103.17;128.414
1.2443;103.17;128.412
1.2442;103.18;128.415
1.2442;103.18;128.419
1.2443;103.18;128.423
1.2443;103.18;128.425
1.2443;103.18;128.425
1.2443;103.18;128.421
1.2443;103.18;128.419
1.2443;103.18;128.419
1.2442;103.18;128.412
1.2441;103.18;128.397
1.2441;103.18;128.395
1.2439;103.18;128.384
1.244;103.18;128.388
1.244;103.18;128.387
1.244;103.18;128.388
1.244;103.18;128.393
1.244;103.18;128.397
1.2441;103.18;128.4
1.2441;103.18;128.4
1.2441;103.18;128.4
1.2441;103.18;128.404
1.2441;103.19;128.407
1.2441;103.19;128.409
1.2438;103.19;128.382
1.2438;103.19;128.385
1.2437;103.2;128.383
1.2437;103.2;128.38
1.2437;103.2;128.378
1.2436;103.19;128.369
1.2437;103.18;128.368
1.2439;103.18;128.378
1.2438;103.18;128.383
1.2438;103.18;128.381
1.2439;103.18;128.38
1.2439;103.19;128.385
1.2438;103.19;128.384
1.2438;103.19;128.382
1.2438;103.19;128.382
1.2438;103.19;128.386
1.2439;103.19;128.388
1.2439;103.19;128.389
1.2439;103.19;128.388
1.2439;103.19;128.391
1.2439;103.19;128.39
1.2439;103.19;128.39
1.2439;103.19;128.391
1.2439;103.19;128.39
1.2439;103.19;128.391
1.2439;103.19;128.391
1.2439;103.19;128.392
1.2439;103.19;128.397
1.2438;103.19;128.392
1.2438;103.2;128.392
1.2438;103.2;128.393
1.2438;103.2;128.393
1.2438;103.2;128.399
1.2438;103.2;128.399
1.2438;103.2;128.396
1.2438;103.19;128.385
1.2438;103.19;128.384
1.2438;103.19;128.384
1.2437;103.19;128.382
1.2437;103.19;128.382
1.2438;103.19;128.382
1.2438;103.19;128.382
1.2437;103.19;128.378
1.2437;103.2;128.377
1.2438;103.19;128.383
1.2438;103.2;128.386
1.2438;103.2;128.391
1.2438;103.2;128.399
1.2438;103.2;128.392
1.2438;103.19;128.391
1.2438;103.2;128.393
1.2438;103.2;128.391
1.2438;103.19;128.385
1.2438;103.19;128.382
1.2438;103.19;128.381
1.2437;103.19;128.379
1.2437;103.19;128.376
1.2437;103.2;128.38
1.2438;103.2;128.401
1.2438;103.2;128.401
1.2438;103.2;128.402
1.2438;103.19;128.388
1.2438;103.19;128.387
1.2438;103.19;128.381
1.2437;103.19;128.379
1.2437;103.2;128.387
1.2437;103.19;128.373
1.2436;103.19;128.362
1.2436;103.19;128.362
1.2435;103.21;128.371
1.2435;103.21;128.376
1.2435;103.21;128.375
1.2435;103.21;128.377
1.2435;103.21;128.378
1.2435;103.22;128.392
1.2435;103.2;128.368
1.2436;103.19;128.372
1.2436;103.19;128.376
1.2436;103.2;128.377
1.2436;103.2;128.378
1.2436;103.2;128.384
1.2436;103.21;128.389
1.2437;103.2;128.384
1.2437;103.2;128.385
1.2437;103.19;128.385
1.2438;103.2;128.39
1.2438;103.2;128.39
1.2438;103.2;128.389
1.2438;103.19;128.388
1.2438;103.19;128.386
1.2438;103.19;128.384
1.2437;103.19;128.385
1.2437;103.2;128.384
1.2437;103.19;128.384
1.2437;103.19;128.378
1.2437;103.2;128.383
1.2437;103.2;128.391
1.2437;103.21;128.396
1.2436;103.21;128.395
1.2436;103.21;128.395
1.2436;103.21;128.394
1.2436;103.21;128.391
1.2435;103.21;128.389
1.2435;103.22;128.394
1.2435;103.23;128.4
1.2435;103.23;128.403
1.2435;103.23;128.402
1.2435;103.23;128.403
1.2434;103.21;128.376
1.2435;103.21;128.374
1.2435;103.21;128.374
1.2435;103.21;128.377
1.2435;103.21;128.383
1.2435;103.21;128.382
1.2435;103.21;128.382
1.2435;103.2;128.369
1.2435;103.21;128.385
1.2436;103.21;128.388
1.2436;103.21;128.391
1.2436;103.21;128.39
1.2436;103.21;128.39
1.2436;103.21;128.391
1.2436;103.21;128.385
1.2436;103.22;128.388
1.2435;103.22;128.386
1.2435;103.21;128.386
1.2435;103.21;128.385
1.2435;103.21;128.386
1.2435;103.21;128.382
1.2435;103.21;128.383
1.2435;103.21;128.381
1.2435;103.2;128.373
1.2436;103.2;128.378
1.2436;103.2;128.38
1.2436;103.2;128.378
1.2436;103.21;128.381
1.2436;103.21;128.383
1.2435;103.21;128.384
1.2435;103.21;128.384
1.2435;103.21;128.376
1.2435;103.21;128.376
1.2435;103.21;128.377
1.2435;103.2;128.374
1.2435;103.21;128.378
1.2435;103.21;128.378
1.2436;103.21;128.385
1.2436;103.21;128.385
1.2436;103.21;128.385
1.2436;103.21;128.384
1.2436;103.21;128.383
1.2436;103.21;128.385
1.2436;103.2;128.381
1.2436;103.2;128.377
1.2436;103.19;128.363
1.2436;103.19;128.365
1.2436;103.19;128.363
1.2436;103.19;128.362
1.2436;103.19;128.362
1.2436;103.19;128.36
1.2436;103.19;128.354
1.2436;103.19;128.356
1.2436;103.19;128.357
1.2436;103.19;128.364
1.2436;103.19;128.368
1.2436;103.2;128.374
1.2435;103.2;128.366
1.2435;103.2;128.366
1.2435;103.21;128.367
1.2434;103.21;128.368
1.2434;103.21;128.37
1.2434;103.21;128.37
1.2434;103.21;128.369
1.2434;103.21;128.372
1.2435;103.21;128.377
1.2435;103.21;128.372
1.2435;103.2;128.369
1.2435;103.2;128.371
1.2435;103.21;128.373
1.2435;103.21;128.374
1.2435;103.21;128.374
1.2435;103.21;128.372
1.2435;103.21;128.373
1.2435;103.2;128.369
1.2435;103.2;128.37
1.2435;103.2;128.366
1.2435;103.2;128.367
1.2435;103.2;128.366
1.2435;103.2;128.366
1.2435;103.2;128.367
1.2435;103.2;128.366
1.2435;103.2;128.365
1.2435;103.2;128.366
1.2435;103.2;128.368
1.2435;103.2;128.369
1.2436;103.2;128.369
1.2437;103.2;128.378
1.2437;103.2;128.384
1.2437;103.2;128.383
1.2436;103.2;128.374
1.2436;103.2;128.373
1.2436;103.2;128.37
1.2436;103.2;128.378
1.2436;103.2;128.378
1.2436;103.2;128.376
1.2435;103.21;128.384
1.2435;103.21;128.384
1.2435;103.21;128.38
1.2435;103.21;128.38
1.2435;103.21;128.38
1.2434;103.21;128.37
1.2435;103.21;128.371
1.2435;103.2;128.357
1.2435;103.2;128.359
1.2435;103.2;128.359
1.2436;103.2;128.363
1.2435;103.2;128.361
1.2435;103.2;128.36
1.2436;103.2;128.363
1.2436;103.2;128.365
1.2436;103.2;128.367
1.2436;103.2;128.367
1.2436;103.2;128.367
1.2435;103.2;128.363
1.2435;103.2;128.362
1.2435;103.2;128.362
1.2436;103.2;128.366
1.2437;103.2;128.383
1.2438;103.2;128.399
1.2438;103.21;128.401
1.2434;103.21;128.364
1.2435;103.21;128.371
1.2435;103.21;128.377
1.2435;103.21;128.377
1.2434;103.21;128.377
1.2434;103.21;128.372
1.2434;103.22;128.377
1.2434;103.22;128.38
1.2434;103.22;128.38
1.2434;103.22;128.378
1.2435;103.22;128.381
1.2435;103.22;128.379
1.2435;103.21;128.378
1.2435;103.21;128.379
1.2434;103.22;128.376
1.2434;103.22;128.379
1.2434;103.22;128.38
1.2434;103.22;128.379
1.2434;103.22;128.382
1.2434;103.22;128.381
1.2435;103.22;128.386
1.2435;103.21;128.386
1.2435;103.22;128.39
1.2435;103.22;128.39
1.2435;103.22;128.389
1.2435;103.21;128.382
1.2435;103.21;128.383
1.2435;103.21;128.386
1.2435;103.22;128.387
1.2435;103.22;128.385
1.2434;103.23;128.391
1.2435;103.23;128.397
1.2436;103.22;128.396
1.2436;103.22;128.395
1.2435;103.21;128.382
1.2436;103.21;128.386
1.2436;103.21;128.386
1.2435;103.21;128.385
1.2435;103.21;128.383
1.2435;103.21;128.382
1.2435;103.21;128.383
1.2435;103.21;128.383
1.2435;103.21;128.378
1.2435;103.21;128.378
1.2435;103.21;128.378
1.2435;103.21;128.376
1.2435;103.21;128.376
1.2435;103.21;128.376
1.2435;103.21;128.376
1.2436;103.21;128.377
1.2436;103.2;128.367
1.2435;103.2;128.366
1.2435;103.2;128.364
1.2436;103.2;128.364
1.2436;103.2;128.364
1.2436;103.2;128.366
1.2436;103.2;128.366
1.2436;103.19;128.364
1.2436;103.19;128.357
1.2436;103.19;128.357
1.2436;103.19;128.355
1.2436;103.19;128.356
1.2435;103.21;128.372
1.2435;103.21;128.372
1.2435;103.21;128.374
1.2435;103.21;128.371
1.2435;103.21;128.37
1.2435;103.21;128.369
1.2435;103.21;128.374
1.2435;103.21;128.374
1.2435;103.21;128.375
1.2435;103.21;128.373
1.2435;103.21;128.373
1.2435;103.21;128.373
1.2435;103.21;128.374
1.2435;103.21;128.372
1.2435;103.21;128.372
1.2435;103.21;128.376
1.2435;103.21;128.379
1.2435;103.21;128.379
1.2435;103.21;128.379
1.2435;103.21;128.379
1.2435;103.21;128.382
1.2435;103.21;128.381
1.2435;103.21;128.381
1.2435;103.21;128.383
1.2435;103.21;128.383
1.2436;103.21;128.383
1.2436;103.21;128.383
1.2435;103.21;128.375
1.2435;103.2;128.372
1.2436;103.2;128.372
1.2436;103.21;128.374
1.2436;103.21;128.375
1.2435;103.21;128.376
1.2435;103.21;128.376
1.2435;103.21;128.378
1.2434;103.22;128.379
1.2435;103.21;128.373
1.2435;103.21;128.375
1.2435;103.21;128.375
1.2435;103.21;128.375
1.2435;103.21;128.378
1.2435;103.21;128.373
1.2435;103.21;128.374
1.2435;103.21;128.373
1.2435;103.21;128.373
1.2435;103.21;128.373
1.2435;103.21;128.371
1.2435;103.21;128.37
1.2435;103.21;128.37
1.2435;103.21;128.37
1.2434;103.21;128.37
1.2434;103.21;128.365
1.2434;103.21;128.366
1.2434;103.21;128.366
1.2434;103.21;128.366
1.2434;103.21;128.366
1.2434;103.21;128.366
1.2434;103.21;128.366
1.2435;103.21;128.37
1.2434;103.21;128.37
1.2434;103.21;128.37
1.2435;103.21;128.37
1.2434;103.21;128.374
1.2434;103.22;128.378
1.2434;103.22;128.377
1.2434;103.21;128.375
1.2434;103.21;128.371
1.2434;103.21;128.372
1.2434;103.21;128.372
1.2434;103.21;128.372
1.2434;103.21;128.372
1.2434;103.21;128.367
1.2434;103.21;128.367
1.2434;103.21;128.365
1.2434;103.21;128.365
1.2432;103.21;128.349
1.2431;103.22;128.352
1.243;103.22;128.347
1.2431;103.22;128.351
1.2431;103.22;128.35
1.2431;103.22;128.35
1.2432;103.23;128.361
1.2432;103.23;128.362
1.2431;103.23;128.362
1.2432;103.23;128.366
1.2431;103.23;128.36
1.2431;103.23;128.359
1.2431;103.23;128.357
1.2431;103.23;128.357
1.2431;103.23;128.361
1.2431;103.23;128.361
1.2431;103.23;128.366
1.2432;103.24;128.374
1.2431;103.24;128.373
1.2431;103.23;128.36
1.2431;103.23;128.361
1.2432;103.22;128.36
1.2431;103.23;128.36
1.2431;103.23;128.36
1.2431;103.23;128.36
1.2431;103.23;128.361
1.2432;103.22;128.36
1.2432;103.22;128.361
1.2432;103.22;128.361
1.2432;103.22;128.36
1.2432;103.22;128.36
1.2432;103.22;128.36
1.2432;103.22;128.364
1.2433;103.22;128.364
1.2431;103.22;128.353
1.2431;103.22;128.35
1.2431;103.22;128.35
1.2431;103.22;128.349
1.2431;103.21;128.344
1.2431;103.21;128.344
1.2431;103.21;128.342
1.2431;103.21;128.344
1.2431;103.22;128.347
1.2431;103.22;128.348
1.2431;103.21;128.343
1.2431;103.21;128.343
1.2431;103.21;128.342
1.2431;103.21;128.343
1.2431;103.21;128.34
1.2431;103.21;128.338
1.2431;103.21;128.338
1.2431;103.21;128.34
1.2431;103.21;128.34
1.2431;103.21;128.34
1.2431;103.21;128.34
1.2431;103.21;128.34
1.2431;103.21;128.34
1.2431;103.21;128.34
1.2431;103.21;128.341
1.2431;103.21;128.342
1.2431;103.22;128.344
1.2431;103.22;128.344
1.2431;103.22;128.344
1.2431;103.22;128.346
1.243;103.22;128.348
1.243;103.23;128.345
1.243;103.23;128.346
1.2429;103.23;128.339
1.2428;103.23;128.323
1.2427;103.23;128.318
1.2426;103.23;128.311
1.2426;103.23;128.311
1.2427;103.22;128.31
1.2427;103.22;128.307
1.2428;103.22;128.312
1.2427;103.22;128.303
1.2429;103.22;128.319
1.2428;103.22;128.318
1.2428;103.22;128.311
1.2428;103.22;128.311
1.2427;103.22;128.299
1.2426;103.22;128.297
1.2426;103.22;128.291
1.2426;103.21;128.283
1.2426;103.23;128.314
1.2426;103.23;128.315
1.2425;103.23;128.305
1.2426;103.23;128.31
1.2426;103.23;128.312
1.2425;103.23;128.304
1.2425;103.23;128.305
1.2425;103.24;128.31
1.2425;103.24;128.31
1.2425;103.24;128.306
1.2425;103.24;128.311
1.2425;103.24;128.311
1.2424;103.24;128.31
1.2424;103.24;128.3
1.2424;103.24;128.306
1.2423;103.24;128.3
1.2423;103.24;128.3
1.2423;103.24;128.287
1.2423;103.24;128.289
1.2423;103.24;128.292
1.2424;103.24;128.305
1.2424;103.24;128.303
1.2423;103.24;128.298
1.2423;103.24;128.297
1.2423;103.24;128.291
1.2423;103.24;128.29
1.2422;103.25;128.289
1.2423;103.24;128.289
1.2423;103.24;128.289
1.2423;103.24;128.289
1.2422;103.25;128.288
1.242;103.25;128.278
1.2419;103.26;128.276
1.2419;103.26;128.278
1.242;103.26;128.279
1.242;103.25;128.28
1.2419;103.25;128.275
1.2419;103.25;128.264
1.2418;103.26;128.272
1.2417;103.26;128.269
1.2418;103.26;128.269
1.2418;103.27;128.283
1.2419;103.27;128.292
1.2418;103.27;128.283
1.2418;103.27;128.281
1.2419;103.28;128.3
1.2419;103.28;128.306
1.242;103.26;128.304
1.2421;103.26;128.311
1.2421;103.26;128.303
1.2421;103.26;128.313
1.2422;103.26;128.315
1.2422;103.26;128.316
1.2422;103.27;128.318
1.2422;103.27;128.318
1.2421;103.27;128.313
1.2421;103.27;128.31
1.2422;103.27;128.322
1.2423;103.27;128.326
1.2423;103.27;128.331
1.2423;103.27;128.331
1.2423;103.27;128.33
1.2423;103.27;128.33
1.2421;103.27;128.308
1.242;103.27;128.302
1.242;103.27;128.3
1.2421;103.27;128.303
1.2421;103.27;128.308
1.2421;103.27;128.304
1.242;103.27;128.293
1.2419;103.28;128.295
1.2419;103.28;128.3
1.2419;103.28;128.303
1.2419;103.28;128.302
1.2419;103.28;128.299
1.2418;103.29;128.306
1.2417;103.29;128.298
1.2417;103.29;128.291
1.2417;103.29;128.293
1.2417;103.29;128.302
1.2416;103.3;128.288
1.2416;103.3;128.295
1.2416;103.3;128.304
1.2417;103.3;128.315
1.2416;103.3;128.311
1.2416;103.32;128.32
1.2416;103.32;128.319
1.2416;103.32;128.318
1.2416;103.32;128.321
1.2416;103.33;128.332
1.2416;103.33;128.337
1.2416;103.32;128.33
1.2416;103.32;128.32
1.2416;103.32;128.317
1.2417;103.3;128.313
1.2417;103.3;128.309
1.2416;103.3;128.3
1.2416;103.31;128.308
1.2416;103.31;128.311
1.2416;103.31;128.314
1.2416;103.31;128.311
1.2417;103.31;128.321
1.2416;103.32;128.325
1.2416;103.32;128.329
1.2417;103.32;128.33
1.2418;103.3;128.325
1.2417;103.31;128.325
1.2417;103.31;128.32
1.2417;103.31;128.32
1.2417;103.3;128.311
1.2417;103.3;128.31
1.2416;103.3;128.303
1.2416;103.29;128.295
1.2417;103.29;128.294
1.2417;103.29;128.294
1.2417;103.29;128.288
1.2417;103.28;128.284
1.2417;103.28;128.284
1.2417;103.28;128.286
1.2418;103.28;128.285
1.2418;103.28;128.279
1.2417;103.28;128.276
1.2417;103.28;128.275
1.2417;103.28;128.276
1.2417;103.28;128.28
1.2417;103.28;128.272
1.2417;103.28;128.272
1.2417;103.28;128.277
1.2417;103.28;128.276
1.2417;103.28;128.276
1.2419;103.28;128.306
1.242;103.28;128.311
1.2419;103.28;128.31
1.2418;103.29;128.302
1.2418;103.29;128.305
1.2418;103.29;128.303
1.2418;103.29;128.303
1.2419;103.29;128.31
1.2419;103.29;128.317
1.2419;103.3;128.322
1.2418;103.31;128.33
1.2418;103.31;128.331
1.2418;103.31;128.331
1.2418;103.31;128.328
1.2418;103.31;128.327
1.2419;103.31;128.327
1.2419;103.31;128.334
1.2419;103.31;128.337
1.2419;103.31;128.339
1.2419;103.31;128.335
1.2419;103.31;128.335
1.2419;103.31;128.336
1.2419;103.31;128.336
1.2419;103.31;128.336
1.2419;103.31;128.334
1.2419;103.31;128.334
1.2419;103.32;128.343
1.2419;103.32;128.35
1.2417;103.32;128.34
1.2417;103.32;128.329
1.2417;103.31;128.325
1.2418;103.32;128.341
1.2418;103.32;128.339
1.2417;103.34;128.351
1.2417;103.34;128.351
1.2417;103.34;128.352
1.2418;103.34;128.355
1.2418;103.34;128.354
1.2418;103.34;128.353
1.2418;103.34;128.355
1.2418;103.34;128.357
1.2418;103.33;128.35
1.2418;103.32;128.338
1.2418;103.32;128.339
1.2418;103.32;128.337
1.2418;103.32;128.342
1.2418;103.32;128.342
1.2418;103.32;128.344
1.2418;103.33;128.348
1.2418;103.33;128.349
1.2418;103.33;128.35
1.2418;103.34;128.351
1.2418;103.34;128.353
1.2418;103.34;128.357
1.2418;103.35;128.366
1.2418;103.35;128.368
1.2418;103.35;128.37
1.2418;103.35;128.37
1.2418;103.35;128.37
1.2418;103.35;128.37
1.2418;103.35;128.371
1.2418;103.35;128.369
1.2418;103.35;128.371
1.2418;103.35;128.369
1.2418;103.35;128.368
1.2418;103.35;128.368
1.2418;103.35;128.368
1.2418;103.35;128.367
1.2418;103.35;128.364
1.2417;103.35;128.362
1.2418;103.35;128.368
1.2418;103.35;128.371
1.2418;103.36;128.376
1.2417;103.36;128.38
1.2417;103.37;128.381
1.2416;103.36;128.368
1.2416;103.37;128.374
1.2416;103.37;128.376
1.2416;103.37;128.38
1.2415;103.36;128.363
1.2415;103.36;128.362
1.2416;103.35;128.353
1.2416;103.35;128.354
1.2416;103.35;128.355
1.2416;103.35;128.347
1.2416;103.35;128.346
1.2416;103.35;128.348
1.2416;103.34;128.343
1.2416;103.34;128.346
1.2416;103.34;128.345
1.2416;103.34;128.347
1.2418;103.34;128.364
1.2418;103.34;128.358
1.2418;103.33;128.348
1.2418;103.33;128.351
1.2418;103.34;128.351
1.2418;103.34;128.353
1.2419;103.33;128.359
1.2419;103.32;128.352
1.2418;103.34;128.363
1.2418;103.35;128.377
1.2418;103.36;128.385
1.2418;103.36;128.386
1.2418;103.36;128.381
1.2418;103.36;128.384
1.2418;103.36;128.387
1.2418;103.36;128.392
1.2418;103.36;128.387
1.2419;103.36;128.386
1.2419;103.36;128.386
1.2418;103.36;128.388
1.2418;103.36;128.392
1.2418;103.36;128.391
1.2418;103.36;128.387
1.2418;103.35;128.38
1.2418;103.35;128.375
1.2418;103.35;128.379
1.2418;103.35;128.379
1.2418;103.35;128.382
1.2418;103.35;128.378
1.2418;103.34;128.37
1.2419;103.34;128.367
1.2419;103.33;128.361
1.2419;103.34;128.369
1.2419;103.34;128.369
1.2418;103.34;128.363
1.2418;103.34;128.368
1.2419;103.33;128.368
1.242;103.32;128.364
1.2419;103.32;128.359
1.2419;103.32;128.359
1.2419;103.32;128.359
1.2419;103.32;128.358
1.2419;103.32;128.359
1.2419;103.33;128.361
1.2419;103.33;128.366
1.242;103.33;128.365
1.242;103.33;128.37
1.2419;103.33;128.366
1.2419;103.34;128.38
1.2419;103.34;128.378
1.242;103.34;128.382
1.242;103.33;128.378
1.2421;103.33;128.38
1.2422;103.33;128.391
1.2421;103.34;128.394
1.2421;103.34;128.395
1.2421;103.34;128.39
1.2421;103.34;128.391
1.242;103.35;128.391
1.242;103.35;128.397
1.242;103.34;128.386
1.242;103.34;128.382
1.2421;103.33;128.387
1.2421;103.33;128.384
1.2421;103.33;128.393
1.2421;103.34;128.391
1.2421;103.34;128.396
1.242;103.35;128.4
1.242;103.34;128.387
1.242;103.34;128.38
1.242;103.34;128.382
1.242;103.33;128.375
1.2421;103.33;128.383
1.2421;103.33;128.383
1.2422;103.33;128.381
1.2422;103.32;128.38
1.2422;103.33;128.384
1.2422;103.33;128.386
1.2422;103.33;128.388
1.2422;103.33;128.389
1.2422;103.33;128.391
1.2422;103.33;128.391
1.2422;103.33;128.393
1.2422;103.33;128.395
1.2422;103.34;128.4
1.2422;103.34;128.402
1.2422;103.34;128.409
1.2422;103.34;128.412
1.2422;103.35;128.414
1.2422;103.35;128.413
1.2422;103.35;128.413
1.2422;103.34;128.41
1.2422;103.35;128.41
1.2422;103.34;128.41
1.2422;103.35;128.41
1.2422;103.34;128.4
1.2422;103.33;128.389
1.2422;103.33;128.389
1.2422;103.32;128.385
1.2422;103.32;128.382
1.2422;103.32;128.382
1.2422;103.32;128.381
1.2422;103.32;128.381
1.2422;103.32;128.379
1.2422;103.31;128.37
1.2421;103.31;128.355
1.242;103.31;128.356
1.242;103.31;128.35
1.242;103.31;128.346
1.242;103.31;128.344
1.242;103.31;128.348
1.242;103.32;128.351
1.2419;103.32;128.345
1.2419;103.32;128.344
1.2419;103.32;128.342
1.2419;103.32;128.343
1.2419;103.32;128.343
1.2419;103.32;128.343
1.2419;103.32;128.339
1.2419;103.32;128.341
1.2419;103.32;128.344
1.2419;103.32;128.342
1.2419;103.32;128.342
1.2419;103.32;128.342
1.2419;103.32;128.348
1.2419;103.32;128.344
1.2419;103.32;128.342
1.2418;103.33;128.346
1.2418;103.33;128.344
1.2418;103.32;128.336
1.2416;103.34;128.336
1.2416;103.34;128.338
1.2416;103.34;128.338
1.2415;103.34;128.324
1.2415;103.34;128.325
1.2415;103.34;128.327
1.2415;103.34;128.329
1.2415;103.34;128.328
1.2415;103.34;128.33
1.2416;103.33;128.333
1.2416;103.33;128.333
1.2416;103.33;128.333
1.2415;103.33;128.324
1.2415;103.33;128.323
1.2415;103.33;128.323
1.2415;103.33;128.323
1.2415;103.33;128.32
1.2416;103.32;128.312
1.2416;103.32;128.31
1.2416;103.32;128.312
1.2416;103.32;128.31
1.2416;103.31;128.308
1.2416;103.31;128.297
1.2416;103.31;128.298
1.2416;103.31;128.297
1.2416;103.3;128.296
1.2416;103.3;128.294
1.2415;103.3;128.287
1.2415;103.31;128.289
1.2416;103.3;128.29
1.2416;103.3;128.292
1.2416;103.3;128.294
1.2416;103.3;128.297
1.2416;103.31;128.302
1.2416;103.31;128.3
1.2415;103.31;128.291
1.2415;103.31;128.288
1.2415;103.31;128.292
1.2415;103.3;128.283
1.2415;103.3;128.281
1.2415;103.3;128.284
1.2415;103.3;128.284
1.2415;103.29;128.269
1.2415;103.29;128.275
1.2415;103.3;128.28
1.2415;103.3;128.277
1.2415;103.29;128.274
1.2415;103.29;128.274
1.2415;103.29;128.268
1.2415;103.29;128.267
1.2415;103.29;128.269
1.2415;103.29;128.269
1.2415;103.29;128.267
1.2415;103.29;128.269
1.2415;103.28;128.269
1.2417;103.29;128.286
1.2418;103.28;128.291
1.2418;103.28;128.291
1.2418;103.28;128.289
1.2418;103.28;128.289
1.2419;103.29;128.299
1.2419;103.28;128.3
1.2419;103.28;128.299
1.2419;103.28;128.301
1.2419;103.29;128.304
1.2419;103.29;128.301
1.2418;103.29;128.303
1.2419;103.29;128.309
1.2419;103.29;128.308
1.2419;103.29;128.308
1.2419;103.29;128.303
1.2419;103.28;128.3
1.2419;103.28;128.3
1.242;103.28;128.308
1.2419;103.28;128.303
1.2419;103.28;128.304
1.2419;103.28;128.305
1.242;103.29;128.324
1.242;103.29;128.329
1.242;103.29;128.321
1.242;103.29;128.32
1.242;103.29;128.321
1.242;103.29;128.325
1.242;103.29;128.326
1.242;103.29;128.318
1.242;103.28;128.317
1.242;103.28;128.31
1.242;103.28;128.31
1.242;103.28;128.3
1.2418;103.28;128.285
1.2418;103.28;128.289
1.2418;103.28;128.288
1.2418;103.28;128.286
1.2418;103.27;128.278
1.2419;103.27;128.283
1.2418;103.27;128.279
1.2418;103.27;128.279
1.2418;103.27;128.278
1.2418;103.27;128.274
1.2418;103.28;128.29
1.2418;103.28;128.29
1.2417;103.28;128.288
1.2417;103.28;128.285
1.2417;103.28;128.282
1.2417;103.29;128.291
1.2417;103.29;128.29
1.2417;103.29;128.29
1.2417;103.29;128.29
1.2417;103.29;128.285
1.2417;103.28;128.282
1.2417;103.29;128.294
1.2417;103.29;128.295
1.2417;103.29;128.295
1.2417;103.29;128.294
1.2417;103.3;128.302
1.2417;103.3;128.302
1.2416;103.3;128.302
1.2416;103.3;128.301
1.2417;103.3;128.304
1.2417;103.3;128.304
1.2417;103.3;128.304
1.2417;103.3;128.302
1.2417;103.3;128.3
1.2417;103.29;128.298
1.2417;103.29;128.298
1.2416;103.29;128.297
1.2416;103.29;128.29
1.2416;103.3;128.3
1.2416;103.3;128.292
1.2415;103.3;128.289
1.2415;103.3;128.289
1.2415;103.3;128.29
1.2415;103.3;128.29
1.2415;103.3;128.29
1.2415;103.3;128.289
1.2415;103.3;128.28
1.2415;103.3;128.283
1.2416;103.29;128.291
1.2417;103.29;128.298
1.2417;103.29;128.296
1.2417;103.29;128.295
1.2417;103.29;128.291
1.2417;103.29;128.292
1.2417;103.3;128.301
1.2417;103.3;128.298
1.2417;103.3;128.298
1.2417;103.3;128.298
1.2417;103.3;128.298
1.2417;103.3;128.298
1.2417;103.3;128.298
1.2417;103.29;128.296
1.2417;103.29;128.289
1.2416;103.29;128.278
1.2416;103.29;128.278
1.2416;103.29;128.282
1.2416;103.29;128.282
1.2416;103.29;128.281
1.2416;103.29;128.279
1.2416;103.29;128.28
1.2416;103.29;128.281
1.2416;103.29;128.28
1.2417;103.28;128.277
1.2417;103.28;128.282
1.2418;103.28;128.284
1.2417;103.28;128.28
1.2417;103.28;128.277
1.2417;103.28;128.276
1.2417;103.27;128.271
1.2417;103.27;128.268
1.2417;103.27;128.275
1.2417;103.28;128.277
1.2417;103.29;128.289
1.2417;103.28;128.279
1.2417;103.28;128.279
1.2417;103.28;128.28
1.2417;103.28;128.286
1.2417;103.28;128.286
1.2417;103.28;128.287
1.2417;103.3;128.301
1.2417;103.3;128.296
1.2417;103.31;128.308
1.2417;103.31;128.311
1.2417;103.31;128.311
1.2416;103.32;128.327
1.2416;103.34;128.349
1.2416;103.34;128.346
1.2416;103.34;128.34
1.2416;103.33;128.33
1.2416;103.32;128.323
1.2416;103.32;128.327
1.2416;103.32;128.328
1.2416;103.32;128.324
1.2416;103.33;128.328
1.2416;103.33;128.326
1.2416;103.32;128.321
1.2416;103.32;128.32
1.2417;103.33;128.346
1.2417;103.33;128.34
1.2417;103.33;128.34
1.2417;103.33;128.339
1.2417;103.34;128.346
1.2417;103.34;128.346
1.2414;103.35;128.338
1.2415;103.35;128.339
1.2415;103.35;128.347
1.2415;103.35;128.341
1.2415;103.34;128.336
1.2415;103.34;128.334
1.2415;103.34;128.336
1.2415;103.33;128.324
1.2415;103.33;128.324
1.2415;103.33;128.323
1.2415;103.34;128.325
1.2415;103.33;128.318
1.2415;103.32;128.307
1.2415;103.32;128.311
1.2415;103.32;128.311
1.2415;103.33;128.315
1.2415;103.33;128.316
1.2415;103.31;128.308
1.2417;103.31;128.313
1.2417;103.31;128.313
1.2417;103.31;128.313
1.2417;103.31;128.309
1.2417;103.31;128.31
1.2417;103.3;128.305
1.2417;103.3;128.308
1.2417;103.31;128.311
1.2417;103.31;128.311
1.2417;103.31;128.314
1.2416;103.32;128.327
1.2416;103.32;128.324
1.2416;103.33;128.329
1.2416;103.33;128.329
1.2416;103.32;128.315
1.2416;103.32;128.314
1.2416;103.33;128.322
1.2415;103.32;128.32
1.2416;103.33;128.323
1.2414;103.33;128.32
1.2414;103.34;128.321
1.2414;103.34;128.324
1.2414;103.34;128.322
1.2414;103.34;128.322
1.2414;103.34;128.327
1.2414;103.34;128.327
1.2414;103.34;128.321
1.2414;103.34;128.321
1.2414;103.34;128.318
1.2414;103.34;128.322
1.2414;103.35;128.33
